,Stock_name,date,close,high,low,open,volume
279,SQUAREPHARMA,2016-07-05 00:00:00+00:00,94.99,95.4,94.46,95.39,27705210
280,SQUAREPHARMA,2016-07-06 00:00:00+00:00,95.53,95.66,94.37,94.6,30949090
281,SQUAREPHARMA,2016-07-07 00:00:00+00:00,95.94,96.5,95.62,95.7,25139558
282,SQUAREPHARMA,2016-07-08 00:00:00+00:00,96.68,96.89,96.05,96.49,28912103
283,SQUAREPHARMA,2016-07-11 00:00:00+00:00,96.98,97.65,96.73,96.75,23794945
284,SQUAREPHARMA,2016-07-12 00:00:00+00:00,97.42,97.7,97.12,97.17,24167463
285,SQUAREPHARMA,2016-07-13 00:00:00+00:00,96.87,97.67,96.84,97.41,25892171
286,SQUAREPHARMA,2016-07-14 00:00:00+00:00,98.79,98.99,97.32,97.39,38918997
287,SQUAREPHARMA,2016-07-15 00:00:00+00:00,98.78,99.3,98.5,98.92,30136990
288,SQUAREPHARMA,2016-07-18 00:00:00+00:00,99.83,100.13,98.6,98.7,36493867
289,SQUAREPHARMA,2016-07-19 00:00:00+00:00,99.87,100,99.34,99.56,23779924
290,SQUAREPHARMA,2016-07-20 00:00:00+00:00,99.96,100.46,99.735,100,26275968
291,SQUAREPHARMA,2016-07-21 00:00:00+00:00,99.43,101,99.13,99.83,32702028
292,SQUAREPHARMA,2016-07-22 00:00:00+00:00,98.66,99.3,98.31,99.26,28313669
293,SQUAREPHARMA,2016-07-25 00:00:00+00:00,97.34,98.84,96.92,98.25,40382921
294,SQUAREPHARMA,2016-07-26 00:00:00+00:00,96.67,97.97,96.42,96.82,56239822
295,SQUAREPHARMA,2016-07-27 00:00:00+00:00,102.95,104.35,102.75,104.265,92344820
296,SQUAREPHARMA,2016-07-28 00:00:00+00:00,104.34,104.45,102.82,102.83,39869839
297,SQUAREPHARMA,2016-07-29 00:00:00+00:00,104.21,104.55,103.68,104.19,27733688
298,SQUAREPHARMA,2016-08-01 00:00:00+00:00,106.05,106.15,104.41,104.41,38167871
299,SQUAREPHARMA,2016-08-02 00:00:00+00:00,104.48,106.07,104,106.05,33816556
300,SQUAREPHARMA,2016-08-03 00:00:00+00:00,105.79,105.84,104.77,104.81,30202641
301,SQUAREPHARMA,2016-08-04 00:00:00+00:00,105.87,106,105.28,105.58,27408650
302,SQUAREPHARMA,2016-08-05 00:00:00+00:00,107.48,107.65,106.18,106.27,40553402
303,SQUAREPHARMA,2016-08-08 00:00:00+00:00,108.37,108.37,107.16,107.52,28037220
304,SQUAREPHARMA,2016-08-09 00:00:00+00:00,108.81,108.94,108.01,108.23,26315204
305,SQUAREPHARMA,2016-08-10 00:00:00+00:00,108,108.9,107.76,108.71,24008505
306,SQUAREPHARMA,2016-08-11 00:00:00+00:00,107.93,108.93,107.85,108.52,27484506
307,SQUAREPHARMA,2016-08-12 00:00:00+00:00,108.18,108.44,107.78,107.78,18660434
308,SQUAREPHARMA,2016-08-15 00:00:00+00:00,109.48,109.54,108.08,108.14,25868209
309,SQUAREPHARMA,2016-08-16 00:00:00+00:00,109.38,110.23,109.21,109.63,33794448
310,SQUAREPHARMA,2016-08-17 00:00:00+00:00,109.22,109.37,108.34,109.1,25355976
311,SQUAREPHARMA,2016-08-18 00:00:00+00:00,109.08,109.6,109.02,109.23,21984703
312,SQUAREPHARMA,2016-08-19 00:00:00+00:00,109.36,109.69,108.36,108.77,25368072
313,SQUAREPHARMA,2016-08-22 00:00:00+00:00,108.51,109.1,107.85,108.86,25820230
314,SQUAREPHARMA,2016-08-23 00:00:00+00:00,108.85,109.32,108.53,108.59,21257669
315,SQUAREPHARMA,2016-08-24 00:00:00+00:00,108.03,108.75,107.68,108.565,23675081
316,SQUAREPHARMA,2016-08-25 00:00:00+00:00,107.57,107.88,106.68,107.39,25086248
317,SQUAREPHARMA,2016-08-26 00:00:00+00:00,106.94,107.95,106.31,107.41,27766291
318,SQUAREPHARMA,2016-08-29 00:00:00+00:00,106.82,107.44,106.29,106.62,24970300
319,SQUAREPHARMA,2016-08-30 00:00:00+00:00,106,106.5,105.5,105.8,24863945
320,SQUAREPHARMA,2016-08-31 00:00:00+00:00,106.1,106.5699,105.64,105.66,29662406
321,SQUAREPHARMA,2016-09-01 00:00:00+00:00,106.73,106.8,105.62,106.14,26701523
322,SQUAREPHARMA,2016-09-02 00:00:00+00:00,107.73,108,106.82,107.7,26802450
323,SQUAREPHARMA,2016-09-06 00:00:00+00:00,107.7,108.3,107.51,107.9,26880391
324,SQUAREPHARMA,2016-09-07 00:00:00+00:00,108.36,108.76,107.07,107.83,42364328
325,SQUAREPHARMA,2016-09-08 00:00:00+00:00,105.52,107.27,105.24,107.25,53002026
326,SQUAREPHARMA,2016-09-09 00:00:00+00:00,103.13,105.72,103.13,104.64,46556984
327,SQUAREPHARMA,2016-09-12 00:00:00+00:00,105.44,105.72,102.53,102.65,45292770
328,SQUAREPHARMA,2016-09-13 00:00:00+00:00,107.95,108.79,107.24,107.51,62176190
329,SQUAREPHARMA,2016-09-14 00:00:00+00:00,111.77,113.03,108.6,108.73,112340318
330,SQUAREPHARMA,2016-09-15 00:00:00+00:00,115.57,115.73,113.49,113.86,90613177
331,SQUAREPHARMA,2016-09-16 00:00:00+00:00,114.92,116.13,114.04,115.12,79886911
332,SQUAREPHARMA,2016-09-19 00:00:00+00:00,113.58,116.18,113.25,115.19,47023046
333,SQUAREPHARMA,2016-09-20 00:00:00+00:00,113.57,114.12,112.51,113.05,34514269
334,SQUAREPHARMA,2016-09-21 00:00:00+00:00,113.55,113.989,112.441,113.85,36003185
335,SQUAREPHARMA,2016-09-22 00:00:00+00:00,114.62,114.94,114,114.35,31073984
336,SQUAREPHARMA,2016-09-23 00:00:00+00:00,112.71,114.79,111.55,114.42,52481151
337,SQUAREPHARMA,2016-09-26 00:00:00+00:00,112.88,113.39,111.55,111.64,29869442
338,SQUAREPHARMA,2016-09-27 00:00:00+00:00,113.09,113.18,112.34,113,24607412
339,SQUAREPHARMA,2016-09-28 00:00:00+00:00,113.95,114.64,113.43,113.69,29641085
340,SQUAREPHARMA,2016-09-29 00:00:00+00:00,112.18,113.8,111.8,113.16,35886990
341,SQUAREPHARMA,2016-09-30 00:00:00+00:00,113.05,113.37,111.8,112.46,36379106
342,SQUAREPHARMA,2016-10-03 00:00:00+00:00,112.52,113.05,112.28,112.71,21701760
343,SQUAREPHARMA,2016-10-04 00:00:00+00:00,113,114.31,112.63,113.06,29736835
344,SQUAREPHARMA,2016-10-05 00:00:00+00:00,113.05,113.66,112.69,113.4,21453089
345,SQUAREPHARMA,2016-10-06 00:00:00+00:00,113.89,114.34,113.13,113.7,28779313
346,SQUAREPHARMA,2016-10-07 00:00:00+00:00,114.06,114.56,113.51,114.31,24358443
347,SQUAREPHARMA,2016-10-10 00:00:00+00:00,116.05,116.75,114.72,115.02,36235956
348,SQUAREPHARMA,2016-10-11 00:00:00+00:00,116.3,118.69,116.2,117.7,64041043
349,SQUAREPHARMA,2016-10-12 00:00:00+00:00,117.34,117.98,116.75,117.35,37586787
350,SQUAREPHARMA,2016-10-13 00:00:00+00:00,116.98,117.44,115.72,116.79,35192406
351,SQUAREPHARMA,2016-10-14 00:00:00+00:00,117.63,118.17,117.13,117.88,35652191
352,SQUAREPHARMA,2016-10-17 00:00:00+00:00,117.55,117.84,116.78,117.33,23624896
353,SQUAREPHARMA,2016-10-18 00:00:00+00:00,117.47,118.21,117.45,118.18,24553478
354,SQUAREPHARMA,2016-10-19 00:00:00+00:00,117.12,117.76,113.8,117.25,20034594
355,SQUAREPHARMA,2016-10-20 00:00:00+00:00,117.06,117.38,116.33,116.86,24125801
356,SQUAREPHARMA,2016-10-21 00:00:00+00:00,116.6,116.91,116.28,116.81,23192665
357,SQUAREPHARMA,2016-10-24 00:00:00+00:00,117.65,117.74,117,117.1,23538673
358,SQUAREPHARMA,2016-10-25 00:00:00+00:00,118.25,118.36,117.31,117.95,48128970
359,SQUAREPHARMA,2016-10-26 00:00:00+00:00,115.59,115.7,113.31,114.31,66134219
360,SQUAREPHARMA,2016-10-27 00:00:00+00:00,114.48,115.86,114.1,115.39,34562045
361,SQUAREPHARMA,2016-10-28 00:00:00+00:00,113.72,115.21,113.45,113.87,37861662
362,SQUAREPHARMA,2016-10-31 00:00:00+00:00,113.54,114.23,113.2,113.65,26419398
363,SQUAREPHARMA,2016-11-01 00:00:00+00:00,111.49,113.77,110.53,113.46,43825812
364,SQUAREPHARMA,2016-11-02 00:00:00+00:00,111.59,112.35,111.23,111.4,28331709
365,SQUAREPHARMA,2016-11-03 00:00:00+00:00,109.83,111.46,109.55,110.98,26932602
366,SQUAREPHARMA,2016-11-04 00:00:00+00:00,108.84,110.25,108.11,108.53,30836997
367,SQUAREPHARMA,2016-11-07 00:00:00+00:00,110.41,110.51,109.46,110.08,32560000
368,SQUAREPHARMA,2016-11-08 00:00:00+00:00,111.06,111.72,109.7,110.31,24254179
369,SQUAREPHARMA,2016-11-09 00:00:00+00:00,110.88,111.32,108.05,109.88,59176361
370,SQUAREPHARMA,2016-11-10 00:00:00+00:00,107.79,111.09,105.83,111.09,57134541
371,SQUAREPHARMA,2016-11-11 00:00:00+00:00,108.43,108.87,106.55,107.12,34143898
372,SQUAREPHARMA,2016-11-14 00:00:00+00:00,105.71,107.809,104.08,107.71,51175504
373,SQUAREPHARMA,2016-11-15 00:00:00+00:00,107.11,107.68,106.1593,106.57,32264510
374,SQUAREPHARMA,2016-11-16 00:00:00+00:00,109.99,110.23,106.6,106.7,58840522
375,SQUAREPHARMA,2016-11-17 00:00:00+00:00,109.95,110.35,108.83,109.81,27632003
376,SQUAREPHARMA,2016-11-18 00:00:00+00:00,110.06,110.54,109.66,109.72,28428917
377,SQUAREPHARMA,2016-11-21 00:00:00+00:00,111.73,111.99,110.01,110.12,29264571
378,SQUAREPHARMA,2016-11-22 00:00:00+00:00,111.8,112.42,111.4,111.95,25965534
379,SQUAREPHARMA,2016-11-23 00:00:00+00:00,111.23,111.51,110.33,111.36,27426394
380,SQUAREPHARMA,2016-11-25 00:00:00+00:00,111.79,111.87,110.95,111.13,11475922
381,SQUAREPHARMA,2016-11-28 00:00:00+00:00,111.57,112.465,111.39,111.43,27193983
382,SQUAREPHARMA,2016-11-29 00:00:00+00:00,111.46,112.03,110.07,110.78,28528750
383,SQUAREPHARMA,2016-11-30 00:00:00+00:00,110.52,112.2,110.27,111.6,36162258
384,SQUAREPHARMA,2016-12-01 00:00:00+00:00,109.49,110.94,109.03,110.365,37086862
385,SQUAREPHARMA,2016-12-02 00:00:00+00:00,109.9,110.09,108.85,109.17,26527997
386,SQUAREPHARMA,2016-12-05 00:00:00+00:00,109.11,110.03,108.25,110,34324540
387,SQUAREPHARMA,2016-12-06 00:00:00+00:00,109.95,110.36,109.19,109.5,26195462
388,SQUAREPHARMA,2016-12-07 00:00:00+00:00,111.03,111.19,109.16,109.26,29998719
389,SQUAREPHARMA,2016-12-08 00:00:00+00:00,112.12,112.43,110.6,110.86,27068316
390,SQUAREPHARMA,2016-12-09 00:00:00+00:00,113.95,114.7,112.31,112.31,34402627
391,SQUAREPHARMA,2016-12-12 00:00:00+00:00,113.3,115,112.49,113.29,26374377
392,SQUAREPHARMA,2016-12-13 00:00:00+00:00,115.19,115.92,113.75,113.84,43733811
393,SQUAREPHARMA,2016-12-14 00:00:00+00:00,115.19,116.2,114.98,115.04,34031834
394,SQUAREPHARMA,2016-12-15 00:00:00+00:00,115.82,116.73,115.23,115.38,46524544
395,SQUAREPHARMA,2016-12-16 00:00:00+00:00,115.97,116.5,115.645,116.47,44351134
396,SQUAREPHARMA,2016-12-19 00:00:00+00:00,116.64,117.38,115.75,115.8,27779423
397,SQUAREPHARMA,2016-12-20 00:00:00+00:00,116.95,117.5,116.68,116.74,21424965
398,SQUAREPHARMA,2016-12-21 00:00:00+00:00,117.06,117.4,116.78,116.8,23783165
399,SQUAREPHARMA,2016-12-22 00:00:00+00:00,116.29,116.51,115.64,116.35,26085854
400,SQUAREPHARMA,2016-12-23 00:00:00+00:00,116.52,116.52,115.59,115.59,14249484
401,SQUAREPHARMA,2016-12-27 00:00:00+00:00,117.26,117.8,116.49,116.52,18296855
402,SQUAREPHARMA,2016-12-28 00:00:00+00:00,116.76,118.0166,116.2,117.52,20905892
403,SQUAREPHARMA,2016-12-29 00:00:00+00:00,116.73,117.1095,116.4,116.45,15039519
404,SQUAREPHARMA,2016-12-30 00:00:00+00:00,115.82,117.2,115.43,116.65,30586265
405,SQUAREPHARMA,2017-01-03 00:00:00+00:00,116.15,116.33,114.76,115.8,28781865
406,SQUAREPHARMA,2017-01-04 00:00:00+00:00,116.02,116.51,115.75,115.85,21118116
407,SQUAREPHARMA,2017-01-05 00:00:00+00:00,116.61,116.8642,115.81,115.92,22193587
408,SQUAREPHARMA,2017-01-06 00:00:00+00:00,117.91,118.16,116.47,116.78,31751900
409,SQUAREPHARMA,2017-01-09 00:00:00+00:00,118.99,119.43,117.94,117.95,33561948
410,SQUAREPHARMA,2017-01-10 00:00:00+00:00,119.11,119.38,118.3,118.77,24462051
411,SQUAREPHARMA,2017-01-11 00:00:00+00:00,119.75,119.93,118.6,118.74,27588593
412,SQUAREPHARMA,2017-01-12 00:00:00+00:00,119.25,119.3,118.21,118.895,27086220
413,SQUAREPHARMA,2017-01-13 00:00:00+00:00,119.04,119.62,118.81,119.11,26111948
414,SQUAREPHARMA,2017-01-17 00:00:00+00:00,120,120.24,118.22,118.34,34439843
415,SQUAREPHARMA,2017-01-18 00:00:00+00:00,119.99,120.5,119.71,120,23712961
416,SQUAREPHARMA,2017-01-19 00:00:00+00:00,119.78,120.09,119.37,119.4,25597291
417,SQUAREPHARMA,2017-01-20 00:00:00+00:00,120,120.45,119.7346,120.45,32597892
418,SQUAREPHARMA,2017-01-23 00:00:00+00:00,120.08,120.81,119.77,120,22050218
419,SQUAREPHARMA,2017-01-24 00:00:00+00:00,119.97,120.1,119.5,119.55,23211038
420,SQUAREPHARMA,2017-01-25 00:00:00+00:00,121.88,122.1,120.28,120.42,32586673
421,SQUAREPHARMA,2017-01-26 00:00:00+00:00,121.94,122.44,121.6,121.67,26337576
422,SQUAREPHARMA,2017-01-27 00:00:00+00:00,121.95,122.35,121.6,122.14,20562944
423,SQUAREPHARMA,2017-01-30 00:00:00+00:00,121.63,121.63,120.66,120.93,30377503
424,SQUAREPHARMA,2017-01-31 00:00:00+00:00,121.35,121.39,120.62,121.15,49200993
425,SQUAREPHARMA,2017-02-01 00:00:00+00:00,128.75,130.49,127.01,127.03,111985040
426,SQUAREPHARMA,2017-02-02 00:00:00+00:00,128.53,129.39,127.78,127.975,33710411
427,SQUAREPHARMA,2017-02-03 00:00:00+00:00,129.08,129.19,128.16,128.31,24507301
428,SQUAREPHARMA,2017-02-06 00:00:00+00:00,130.29,130.5,128.9,129.13,26845924
429,SQUAREPHARMA,2017-02-07 00:00:00+00:00,131.53,132.09,130.45,130.54,38183841
430,SQUAREPHARMA,2017-02-08 00:00:00+00:00,132.04,132.22,131.22,131.35,23004072
431,SQUAREPHARMA,2017-02-09 00:00:00+00:00,132.42,132.445,131.12,131.65,28349859
432,SQUAREPHARMA,2017-02-10 00:00:00+00:00,132.12,132.94,132.05,132.46,20065458
433,SQUAREPHARMA,2017-02-13 00:00:00+00:00,133.29,133.82,132.75,133.08,23035421
434,SQUAREPHARMA,2017-02-14 00:00:00+00:00,135.02,135.09,133.25,133.47,33226223
435,SQUAREPHARMA,2017-02-15 00:00:00+00:00,135.51,136.27,134.62,135.52,35623100
436,SQUAREPHARMA,2017-02-16 00:00:00+00:00,135.345,135.9,134.8398,135.67,22584555
437,SQUAREPHARMA,2017-02-17 00:00:00+00:00,135.72,135.83,135.1,135.1,22198197
438,SQUAREPHARMA,2017-02-21 00:00:00+00:00,136.7,136.75,135.98,136.23,24507156
439,SQUAREPHARMA,2017-02-22 00:00:00+00:00,137.11,137.12,136.11,136.43,20836932
440,SQUAREPHARMA,2017-02-23 00:00:00+00:00,136.53,137.48,136.3,137.38,20788186
441,SQUAREPHARMA,2017-02-24 00:00:00+00:00,136.66,136.66,135.28,135.91,21776585
442,SQUAREPHARMA,2017-02-27 00:00:00+00:00,136.93,137.435,136.28,137.14,20257426
443,SQUAREPHARMA,2017-02-28 00:00:00+00:00,136.99,137.435,136.7,137.08,23482860
444,SQUAREPHARMA,2017-03-01 00:00:00+00:00,139.79,140.15,137.595,137.89,36414585
445,SQUAREPHARMA,2017-03-02 00:00:00+00:00,138.96,140.2786,138.76,140,26210984
446,SQUAREPHARMA,2017-03-03 00:00:00+00:00,139.78,139.83,138.59,138.78,21571121
447,SQUAREPHARMA,2017-03-06 00:00:00+00:00,139.34,139.77,138.5959,139.365,21750044
448,SQUAREPHARMA,2017-03-07 00:00:00+00:00,139.52,139.98,138.79,139.06,17446297
449,SQUAREPHARMA,2017-03-08 00:00:00+00:00,139,139.8,138.82,138.95,18707236
450,SQUAREPHARMA,2017-03-09 00:00:00+00:00,138.68,138.79,137.05,138.74,22155904
451,SQUAREPHARMA,2017-03-10 00:00:00+00:00,139.14,139.3571,138.64,139.25,19612801
452,SQUAREPHARMA,2017-03-13 00:00:00+00:00,139.2,139.43,138.82,138.85,17421717
453,SQUAREPHARMA,2017-03-14 00:00:00+00:00,138.99,139.65,138.84,139.3,15309065
454,SQUAREPHARMA,2017-03-15 00:00:00+00:00,140.46,140.7501,139.025,139.41,25691774
455,SQUAREPHARMA,2017-03-16 00:00:00+00:00,140.69,141.02,140.26,140.72,19231998
456,SQUAREPHARMA,2017-03-17 00:00:00+00:00,139.99,141,139.89,141,43884952
457,SQUAREPHARMA,2017-03-20 00:00:00+00:00,141.46,141.5,140.23,140.4,21542038
458,SQUAREPHARMA,2017-03-21 00:00:00+00:00,139.84,142.8,139.73,142.11,39529912
459,SQUAREPHARMA,2017-03-22 00:00:00+00:00,141.42,141.6,139.76,139.845,25860165
460,SQUAREPHARMA,2017-03-23 00:00:00+00:00,140.92,141.5844,140.61,141.26,20346301
461,SQUAREPHARMA,2017-03-24 00:00:00+00:00,140.64,141.74,140.35,141.5,22395563
462,SQUAREPHARMA,2017-03-27 00:00:00+00:00,140.88,141.22,138.62,139.39,23575094
463,SQUAREPHARMA,2017-03-28 00:00:00+00:00,143.8,144.04,140.62,140.91,33374805
464,SQUAREPHARMA,2017-03-29 00:00:00+00:00,144.12,144.49,143.19,143.68,29189955
465,SQUAREPHARMA,2017-03-30 00:00:00+00:00,143.93,144.5,143.5,144.19,21207252
466,SQUAREPHARMA,2017-03-31 00:00:00+00:00,143.66,144.27,143.01,143.72,19661651
467,SQUAREPHARMA,2017-04-03 00:00:00+00:00,143.7,144.12,143.05,143.71,19985714
468,SQUAREPHARMA,2017-04-04 00:00:00+00:00,144.77,144.89,143.17,143.25,19891354
469,SQUAREPHARMA,2017-04-05 00:00:00+00:00,144.02,145.46,143.81,144.22,27717854
470,SQUAREPHARMA,2017-04-06 00:00:00+00:00,143.66,144.52,143.45,144.29,21149034
471,SQUAREPHARMA,2017-04-07 00:00:00+00:00,143.34,144.18,143.27,143.73,16658543
472,SQUAREPHARMA,2017-04-10 00:00:00+00:00,143.17,143.8792,142.9,143.6,18933397
473,SQUAREPHARMA,2017-04-11 00:00:00+00:00,141.63,143.35,140.06,142.94,30379376
474,SQUAREPHARMA,2017-04-12 00:00:00+00:00,141.8,142.15,141.01,141.6,20350000
475,SQUAREPHARMA,2017-04-13 00:00:00+00:00,141.05,142.38,141.05,141.91,17822880
476,SQUAREPHARMA,2017-04-17 00:00:00+00:00,141.83,141.88,140.87,141.48,16582094
477,SQUAREPHARMA,2017-04-18 00:00:00+00:00,141.2,142.04,141.11,141.41,14697544
478,SQUAREPHARMA,2017-04-19 00:00:00+00:00,140.68,142,140.45,141.88,17328375
479,SQUAREPHARMA,2017-04-20 00:00:00+00:00,142.44,142.92,141.16,141.22,23319562
480,SQUAREPHARMA,2017-04-21 00:00:00+00:00,142.27,142.68,141.85,142.44,17320928
481,SQUAREPHARMA,2017-04-24 00:00:00+00:00,143.64,143.95,143.18,143.5,17116599
482,SQUAREPHARMA,2017-04-25 00:00:00+00:00,144.53,144.9,143.87,143.91,18216472
483,SQUAREPHARMA,2017-04-26 00:00:00+00:00,143.68,144.6,143.3762,144.47,19614287
484,SQUAREPHARMA,2017-04-27 00:00:00+00:00,143.79,144.16,143.31,143.9225,13948980
485,SQUAREPHARMA,2017-04-28 00:00:00+00:00,143.65,144.3,143.27,144.09,20247187
486,SQUAREPHARMA,2017-05-01 00:00:00+00:00,146.58,147.2,144.96,145.1,32818760
487,SQUAREPHARMA,2017-05-02 00:00:00+00:00,147.51,148.09,146.84,147.54,39752670
488,SQUAREPHARMA,2017-05-03 00:00:00+00:00,147.06,147.49,144.27,145.59,45142806
489,SQUAREPHARMA,2017-05-04 00:00:00+00:00,146.53,147.14,145.81,146.52,23275690
490,SQUAREPHARMA,2017-05-05 00:00:00+00:00,148.96,148.98,146.76,146.76,26787359
491,SQUAREPHARMA,2017-05-08 00:00:00+00:00,153.01,153.7,149.03,149.03,48339210
492,SQUAREPHARMA,2017-05-09 00:00:00+00:00,153.99,154.88,153.45,153.87,35942435
493,SQUAREPHARMA,2017-05-10 00:00:00+00:00,153.26,153.94,152.11,153.63,25670456
494,SQUAREPHARMA,2017-05-11 00:00:00+00:00,153.95,154.07,152.31,152.45,25596687
495,SQUAREPHARMA,2017-05-12 00:00:00+00:00,156.1,156.42,154.67,154.7,32221756
496,SQUAREPHARMA,2017-05-15 00:00:00+00:00,155.7,156.65,155.05,156.01,25700983
497,SQUAREPHARMA,2017-05-16 00:00:00+00:00,155.47,156.06,154.72,155.94,19904679
498,SQUAREPHARMA,2017-05-17 00:00:00+00:00,150.25,154.57,149.71,153.6,49482818
499,SQUAREPHARMA,2017-05-18 00:00:00+00:00,152.54,153.34,151.13,151.27,33159664
500,SQUAREPHARMA,2017-05-19 00:00:00+00:00,153.06,153.98,152.63,153.38,26733798
501,SQUAREPHARMA,2017-05-22 00:00:00+00:00,153.99,154.58,152.91,154,22340069
502,SQUAREPHARMA,2017-05-23 00:00:00+00:00,153.8,154.9,153.31,154.9,19430358
503,SQUAREPHARMA,2017-05-24 00:00:00+00:00,153.34,154.17,152.67,153.84,19118319
504,SQUAREPHARMA,2017-05-25 00:00:00+00:00,153.87,154.35,153.03,153.73,19044463
505,SQUAREPHARMA,2017-05-26 00:00:00+00:00,153.61,154.24,153.31,154,21632202
506,SQUAREPHARMA,2017-05-30 00:00:00+00:00,153.67,154.43,153.33,153.42,20034934
507,SQUAREPHARMA,2017-05-31 00:00:00+00:00,152.76,154.17,152.38,153.97,23162873
508,SQUAREPHARMA,2017-06-01 00:00:00+00:00,153.18,153.33,152.22,153.17,16180143
509,SQUAREPHARMA,2017-06-02 00:00:00+00:00,155.45,155.45,152.89,153.58,27285861
510,SQUAREPHARMA,2017-06-05 00:00:00+00:00,153.93,154.45,153.46,154.34,24803858
511,SQUAREPHARMA,2017-06-06 00:00:00+00:00,154.45,155.81,153.78,153.9,26249630
512,SQUAREPHARMA,2017-06-07 00:00:00+00:00,155.37,155.98,154.48,155.02,20678772
513,SQUAREPHARMA,2017-06-08 00:00:00+00:00,154.99,155.54,154.4,155.25,20771367
514,SQUAREPHARMA,2017-06-09 00:00:00+00:00,148.98,155.19,146.02,155.19,64882700
515,SQUAREPHARMA,2017-06-12 00:00:00+00:00,145.42,146.09,142.51,145.74,71563614
516,SQUAREPHARMA,2017-06-13 00:00:00+00:00,146.59,147.45,145.15,147.16,33749154
517,SQUAREPHARMA,2017-06-14 00:00:00+00:00,145.16,147.5,143.84,147.5,31224203
518,SQUAREPHARMA,2017-06-15 00:00:00+00:00,144.29,144.4798,142.21,143.32,31348832
519,SQUAREPHARMA,2017-06-16 00:00:00+00:00,142.27,144.5,142.2,143.78,49180748
520,SQUAREPHARMA,2017-06-19 00:00:00+00:00,146.34,146.74,143.66,143.66,31449132
521,SQUAREPHARMA,2017-06-20 00:00:00+00:00,145.01,146.87,144.94,146.87,24572170
522,SQUAREPHARMA,2017-06-21 00:00:00+00:00,145.87,146.0693,144.61,145.52,21064679
523,SQUAREPHARMA,2017-06-22 00:00:00+00:00,145.63,146.7,145.1199,145.77,18673365
524,SQUAREPHARMA,2017-06-23 00:00:00+00:00,146.28,147.16,145.11,145.13,25997976
525,SQUAREPHARMA,2017-06-26 00:00:00+00:00,145.82,148.28,145.38,147.17,25524661
526,SQUAREPHARMA,2017-06-27 00:00:00+00:00,143.73,146.16,143.62,145.01,24423643
527,SQUAREPHARMA,2017-06-28 00:00:00+00:00,145.83,146.11,143.1601,144.49,21915939
528,SQUAREPHARMA,2017-06-29 00:00:00+00:00,143.68,145.13,142.28,144.71,31116980
529,SQUAREPHARMA,2017-06-30 00:00:00+00:00,144.02,144.96,143.78,144.45,22328979
530,SQUAREPHARMA,2017-07-03 00:00:00+00:00,143.5,145.3,143.1,144.88,14258300
531,SQUAREPHARMA,2017-07-05 00:00:00+00:00,144.09,144.79,142.7237,143.69,20758795
532,SQUAREPHARMA,2017-07-06 00:00:00+00:00,142.73,143.5,142.41,143.02,23374374
533,SQUAREPHARMA,2017-07-07 00:00:00+00:00,144.18,144.75,142.9,142.9,18505351
534,SQUAREPHARMA,2017-07-10 00:00:00+00:00,145.06,145.95,143.37,144.11,21030466
535,SQUAREPHARMA,2017-07-11 00:00:00+00:00,145.53,145.85,144.38,144.73,18311156
536,SQUAREPHARMA,2017-07-12 00:00:00+00:00,145.74,146.18,144.82,145.87,23617964
537,SQUAREPHARMA,2017-07-13 00:00:00+00:00,147.77,148.49,145.44,145.5,24922788
538,SQUAREPHARMA,2017-07-14 00:00:00+00:00,149.04,149.33,147.33,147.97,19961788
539,SQUAREPHARMA,2017-07-17 00:00:00+00:00,149.56,150.9,148.57,148.82,23243713
540,SQUAREPHARMA,2017-07-18 00:00:00+00:00,150.08,150.13,148.67,149.2,17713795
541,SQUAREPHARMA,2017-07-19 00:00:00+00:00,151.02,151.42,149.95,150.48,20615419
542,SQUAREPHARMA,2017-07-20 00:00:00+00:00,150.34,151.74,150.19,151.5,17053326
543,SQUAREPHARMA,2017-07-21 00:00:00+00:00,150.27,150.44,148.88,149.99,24671002
544,SQUAREPHARMA,2017-07-24 00:00:00+00:00,152.09,152.44,149.9,150.58,21122730
545,SQUAREPHARMA,2017-07-25 00:00:00+00:00,152.74,153.84,151.8,151.8,18612649
546,SQUAREPHARMA,2017-07-26 00:00:00+00:00,153.46,153.93,153.06,153.35,15172136
547,SQUAREPHARMA,2017-07-27 00:00:00+00:00,150.56,153.99,147.3,153.75,32175875
548,SQUAREPHARMA,2017-07-28 00:00:00+00:00,149.5,150.23,149.19,149.89,16832947
549,SQUAREPHARMA,2017-07-31 00:00:00+00:00,148.73,150.33,148.13,149.9,19422655
550,SQUAREPHARMA,2017-08-01 00:00:00+00:00,150.05,150.22,148.41,149.1,24725526
551,SQUAREPHARMA,2017-08-02 00:00:00+00:00,157.14,159.75,156.16,159.28,69222793
552,SQUAREPHARMA,2017-08-03 00:00:00+00:00,155.57,157.21,155.02,157.05,26000738
553,SQUAREPHARMA,2017-08-04 00:00:00+00:00,156.39,157.4,155.69,156.07,20349532
554,SQUAREPHARMA,2017-08-07 00:00:00+00:00,158.81,158.92,156.6701,157.06,21870321
555,SQUAREPHARMA,2017-08-08 00:00:00+00:00,160.08,161.83,158.27,158.6,35775675
556,SQUAREPHARMA,2017-08-09 00:00:00+00:00,161.06,161.27,159.11,159.26,25640394
557,SQUAREPHARMA,2017-08-10 00:00:00+00:00,155.32,160,154.63,159.9,39081017
558,SQUAREPHARMA,2017-08-11 00:00:00+00:00,157.48,158.5728,156.07,156.6,25943187
